distance,start_from
1955,0
2468,1
3266,1
1959,0
1948,1
2465,1
2756,1
2752,1
2472,1
3266,1
1132,0
712,0
681,0
722,0
1961,0
1788,1
2470,1
2750,1
2753,1
1519,1
3266,1
1129,0
315,0
1803,0
1792,1
2758,1
1792,1
2475,1
2021,1
3266,1
1524,0
1508,1
2743,1
2473,1
3266,1
1956,0
3266,1
1798,0
2471,1
2761,1
2466,1
3266,1
1128,0
1129,0
834,0
688,0
676,0
2471,0
1782,1
2756,1
2470,1
3266,1
2473,0
2751,1
1782,1
2472,1
