distance,start_from
680,0
706,0
687,0
1128,0
1244,0
819,0
722,0
898,0
1437,0
3266,1
1130,0
1129,0
690,0
1130,0
1527,0
1517,1
2472,1
2469,1
2760,1
2469,1
3266,1
1802,0
2469,1
2755,1
1514,1
1783,1
2472,1
3266,1
2467,0
3266,1
2472,0
2476,1
1793,1
2775,1
2471,1
1517,1
3266,1
685,0
2474,0
2466,1
2473,1
2468,1
2765,1
1952,1
2467,1
2759,1
2469,1
2761,1
2759,1
3266,1
826,0
315,0
2462,0
3266,1
313,0
1819,0
2471,1
1787,1
2760,1
2473,1
1792,1
2473,1
2472,1
2750,1
3266,1
2471,0
