distance,start_from
3266,0
898,0
685,0
711,0
678,0
698,0
898,0
841,0
854,0
809,0
1128,0
1523,0
3266,1
854,0
1799,0
1499,1
2757,1
1517,1
2469,1
2463,1
1783,1
1412,1
1953,1
2459,1
2460,1
1954,1
2467,1
3266,1
698,0
707,0
855,0
696,0
820,0
1960,0
2471,1
1788,1
2756,1
2471,1
2473,1
2757,1
1514,1
3266,1
679,0
1130,0
2466,0
2471,1
3266,1
1799,0
2757,1
1515,1
3266,1
689,0
1959,0
2470,1
1788,1
1783,1
3266,1
833,0
1130,0
1528,0
1952,1
2473,1
1517,1
1786,1
2470,1
3266,1
722,0
1525,0
1520,1
3266,1
