distance,start_from
748,0
781,0
782,0
782,0
782,0
773,0
782,0
782,0
773,0
629,0
782,0
288,0
782,0
782,0
768,0
782,0
782,0
419,0
782,0
630,0
782,0
769,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
772,0
748,0
778,0
782,0
708,0
782,0
782,0
782,0
782,0
317,0
782,0
782,0
782,0
768,0
391,0
782,0
780,0
748,0
782,0
780,0
782,0
782,0
769,0
782,0
782,0
782,0
782,0
423,0
782,0
782,0
769,0
630,0
782,0
782,0
782,0
783,0
782,0
782,0
782,0
782,0
780,0
782,0
774,0
782,0
776,0
782,0
772,0
769,0
782,0
782,0
782,0
782,0
625,0
782,0
769,0
782,0
782,0
778,0
782,0
782,0
782,0
769,0
782,0
782,0
782,0
782,0
780,0
700,0
782,0
782,0
782,0
782,0
782,0
782,0
774,0
782,0
782,0
782,0
782,0
782,0
782,0
748,0
768,0
782,0
777,0
782,0
769,0
782,0
411,0
782,0
318,0
769,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
769,0
782,0
782,0
782,0
782,0
782,0
774,0
782,0
782,0
746,0
782,0
782,0
778,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
769,0
748,0
782,0
782,0
782,0
782,0
772,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
772,0
769,0
782,0
782,0
782,0
782,0
780,0
782,0
782,0
782,0
774,0
782,0
782,0
782,0
782,0
769,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
774,0
782,0
769,0
782,0
782,0
782,0
