distance,start_from
748,0
782,0
778,0
782,0
769,0
782,0
782,0
782,0
782,0
774,0
782,0
782,0
782,0
419,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
774,0
782,0
782,0
782,0
782,0
782,0
774,0
782,0
778,0
782,0
782,0
769,0
782,0
745,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
769,0
782,0
782,0
774,0
782,0
782,0
288,0
782,0
288,0
769,0
782,0
780,0
419,0
782,0
782,0
748,0
782,0
782,0
782,0
780,0
782,0
774,0
782,0
782,0
782,0
782,0
769,0
782,0
771,0
423,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
769,0
782,0
782,0
782,0
782,0
782,0
782,0
746,0
774,0
782,0
769,0
782,0
782,0
782,0
782,0
782,0
780,0
784,0
782,0
782,0
782,0
782,0
782,0
782,0
774,0
782,0
782,0
769,0
774,0
769,0
782,0
784,0
777,0
782,0
774,0
782,0
782,0
782,0
782,0
785,0
782,0
780,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
629,0
782,0
782,0
782,0
772,0
782,0
782,0
747,0
782,0
782,0
782,0
782,0
782,0
772,0
777,0
782,0
782,0
782,0
782,0
769,0
782,0
782,0
782,0
782,0
782,0
782,0
767,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
774,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
782,0
767,0
782,0
782,0
782,0
782,0
748,0
782,0
782,0
782,0
782,0
782,0
774,0
782,0
774,0
782,0
782,0
782,0
782,0
782,0
